COUNTYFIPS,NAME,STATEPLANEFIPS,EPSG
17019,Champaign County,1201,26971
20171,Scott County,1502,26978
17013,Calhoun County,1202,26972
17011,Bureau County,1202,26972
17017,Cass County,1202,26972
17015,Carroll County,1202,26972
55035,Eau Claire County,4802,32153
19015,Boone County,1401,26975
01069,Houston County,0101,26929
51047,Culpeper County,4501,32146
51017,Bath County,4501,32146
48491,Williamson County,4203,32139
55033,Dunn County,4802,32153
26005,Allegan County,2113,26990
05065,Izard County,0301,26951
53003,Asotin County,4602,32149
05067,Jackson County,0301,26951
53005,Benton County,4602,32149
46135,Yankton County,4002,32135
26003,Alger County,2111,26988
05063,Independence County,0301,26951
53009,Clallam County,4601,32148
26007,Alpena County,2112,26989
02282,Yakutat Cty&Bor,5001,26931
26009,Antrim County,2112,26989
05069,Jefferson County,0302,26952
48505,Zapata County,4205,32141
48507,Zavala County,4204,32140
48501,Yoakum County,4202,32138
02170,Matanuska-Susitna Borough,5004,26934
48503,Young County,4202,32138
45043,Georgetown County,3900,32133
45041,Florence County,3900,32133
45047,Greenwood County,3900,32133
45045,Greenville County,3900,32133
53023,Garfield County,4602,32149
50019,Orleans County,4400,32145
31055,Douglas County,2600,32104
37021,Buncombe County,3200,32119
33015,Rockingham County,2800,32110
37023,Burke County,3200,32119
33017,Strafford County,2800,32110
37025,Cabarrus County,3200,32119
33011,Hillsborough County,2800,32110
37027,Caldwell County,3200,32119
13147,Hart County,1001,26966
37029,Camden County,3200,32119
01007,Bibb County,0102,26930
01005,Barbour County,0101,26929
33019,Sullivan County,2800,32110
01001,Autauga County,0102,26930
48189,Hale County,4202,32138
42105,Potter County,3701,32128
36049,Lewis County,3102,32116
42101,Philadelphia County,3702,32129
36045,Jefferson County,3102,32116
17169,Schuyler County,1202,26972
48185,Grimes County,4203,32139
48187,Guadalupe County,4204,32140
38069,Pierce County,3301,32120
48165,Gaines County,4202,32138
48163,Frio County,4204,32140
48161,Freestone County,4203,32139
38061,Mountrail County,3301,32120
38063,Nelson County,3301,32120
38065,Oliver County,3302,32121
38067,Pembina County,3301,32120
20187,Stanton County,1502,26978
20185,Stafford County,1502,26978
20183,Smith County,1501,26977
20181,Sherman County,1501,26977
20189,Stevens County,1502,26978
41037,Lake County,3602,32127
40039,Custer County,3501,32124
41035,Klamath County,3602,32127
48231,Hunt County,4202,32138
13039,Camden County,1001,26966
41031,Jefferson County,3601,32126
13035,Butts County,1002,26967
13037,Calhoun County,1002,26967
13031,Bulloch County,1001,26966
41039,Lane County,3602,32127
40037,Creek County,3501,32124
18057,Hamilton County,1301,26973
18055,Greene County,1302,26974
18053,Grant County,1301,26973
18051,Gibson County,1302,26974
18059,Hancock County,1301,26973
30045,Judith Basin County,2500,32100
08107,Routt County,0501,26953
29017,Bollinger County,2401,26996
28019,Choctaw County,2301,26994
29015,Benton County,2402,26997
29013,Bates County,2403,26998
72127,San Juan Muno,5200,32161
29011,Barton County,2403,26998
28011,Bolivar County,2302,26995
28013,Calhoun County,2301,26994
28015,Carroll County,2302,26995
29019,Boone County,2402,26997
28017,Chickasaw County,2301,26994
37159,Rowan County,3200,32119
08035,Douglas County,0502,26954
08037,Eagle County,0502,26954
08031,Denver County,0502,26954
08033,Dolores County,0503,26955
37151,Randolph County,3200,32119
37153,Richmond County,3200,32119
16085,Valley County,1103,26970
37155,Robeson County,3200,32119
08039,Elbert County,0502,26954
37157,Rockingham County,3200,32119
53073,Whatcom County,4601,32148
18123,Perry County,1302,26974
18121,Parke County,1302,26974
18127,Porter County,1302,26974
18125,Pike County,1302,26974
51520,Bristol city,4502,32147
18129,Posey County,1302,26974
55041,Forest County,4801,32152
72101,Morovis Muno,5200,32161
38087,Slope County,3302,32121
29161,Phelps County,2402,26997
38085,Sioux County,3302,32121
72105,Naranjito Muno,5200,32161
38083,Sheridan County,3301,32120
29165,Platte County,2403,26998
38081,Sargent County,3302,32121
72109,Patillas Muno,5200,32161
40121,Pittsburg County,3502,32125
30097,Sweet Grass County,2500,32100
48327,Menard County,4203,32139
30091,Sheridan County,2500,32100
30093,Silver Bow County,2500,32100
38089,Stark County,3302,32121
47189,Wilson County,4100,32136
48101,Cottle County,4202,32138
47185,White County,4100,32136
47187,Williamson County,4100,32136
49007,Carbon County,4302,32143
47181,Wayne County,4100,32136
47183,Weakley County,4100,32136
48451,Tom Green County,4203,32139
31167,Stanton County,2600,32104
08103,Rio Blanco County,0501,26953
72123,Salinas Muno,5200,32161
48105,Crockett County,4203,32139
48357,Ochiltree County,4201,32137
28163,Yazoo County,2302,26995
48107,Crosby County,4202,32138
27159,Wadena County,2202,26992
48031,Blanco County,4203,32139
22101,St. Mary Parish,1702,26982
22103,St. Tammany Parish,1702,26982
22105,Tangipahoa Parish,1702,26982
16049,Idaho County,1103,26970
22109,Terrebonne Parish,1702,26982
16045,Gem County,1103,26970
16043,Fremont County,1101,26968
19093,Ida County,1401,26975
51700,Newport News city,4502,32147
44001,Bristol County,3800,32130
02110,Juneau Cty&Bor,5001,26931
39113,Montgomery County,3402,32123
51091,Highland County,4501,32146
32510,Carson City None,2703,32109
51093,Isle of Wight County,4502,32147
39117,Morrow County,3401,32122
53011,Clark County,4602,32149
39115,Morgan County,3402,32123
51097,King and Queen County,4502,32147
51099,King George County,4501,32146
39119,Muskingum County,3402,32123
39019,Carroll County,3401,32122
21009,Barren County,1602,26980
21001,Adair County,1602,26980
21003,Allen County,1602,26980
21005,Anderson County,1601,2205
21007,Ballard County,1602,26980
46101,Moody County,4002,32135
22079,Rapides Parish,1701,26981
22075,Plaquemines Parish,1702,26982
22077,Pointe Coupee Parish,1702,26982
22071,Orleans Parish,1702,26982
22073,Ouachita Parish,1701,26981
46103,Pennington County,4002,32135
29209,Stone County,2402,26997
06059,Orange County,0406,26946
46105,Perkins County,4001,32134
06055,Napa County,0402,26942
06057,Nevada County,0402,26942
06051,Mono County,0403,26943
06053,Monterey County,0404,26944
27165,Watonwan County,2203,26993
27167,Wilkin County,2202,26992
27161,Waseca County,2203,26993
27163,Washington County,2203,26993
36043,Herkimer County,3101,32115
72117,Rincón Muno,5200,32161
21175,Morgan County,1601,2205
53043,Lincoln County,4601,32148
21177,Muhlenberg County,1602,26980
21171,Monroe County,1602,26980
21173,Montgomery County,1601,2205
56025,Natrona County,4902,32156
56027,Niobrara County,4901,32155
21179,Nelson County,1602,26980
56023,Lincoln County,4904,32158
32027,Pershing County,2703,32109
32023,Nye County,2702,32108
32021,Mineral County,2703,32109
13153,Houston County,1002,26967
22113,Vermilion Parish,1702,26982
32029,Storey County,2703,32109
42119,Union County,3701,32128
31143,Polk County,2600,32104
28073,Lamar County,2301,26994
49029,Morgan County,4301,32142
42049,Erie County,3701,32128
46039,Deuel County,4001,32134
42043,Dauphin County,3702,32129
26163,Wayne County,2113,26990
42041,Cumberland County,3702,32129
49023,Juab County,4302,32143
42047,Elk County,3701,32128
46033,Custer County,4002,32135
42045,Delaware County,3702,32129
26165,Wexford County,2112,26989
17027,Clinton County,1202,26972
48379,Rains County,4202,32138
05129,Searcy County,0301,26951
17021,Christian County,1202,26972
48373,Polk County,4203,32139
48371,Pecos County,4203,32139
05121,Randolph County,0301,26951
48375,Potter County,4201,32137
48225,Houston County,4203,32139
01013,Butler County,0102,26930
22111,Union Parish,1701,26981
72015,Arroyo Muno,5200,32161
41001,Baker County,3601,32126
28063,Jefferson County,2302,26995
36053,Madison County,3102,32116
08123,Weld County,0501,26953
42117,Tioga County,3701,32128
05011,Bradley County,0302,26952
26017,Bay County,2113,26990
05013,Calhoun County,0302,26952
26015,Barry County,2113,26990
05015,Carroll County,0301,26951
53017,Douglas County,4601,32148
05017,Chicot County,0302,26952
53015,Cowlitz County,4602,32149
05019,Clark County,0302,26952
42111,Somerset County,3702,32129
02290,Yukon-Koyukuk CA,5004,26934
53019,Ferry County,4601,32148
26019,Benzie County,2112,26989
38059,Morton County,3302,32121
42113,Sullivan County,3701,32128
48351,Newton County,4203,32139
29229,Wright County,2402,26997
36113,Warren County,3101,32115
29221,Washington County,2401,26996
29223,Wayne County,2401,26996
33001,Belknap County,2800,32110
29227,Worth County,2403,26998
37033,Caswell County,3200,32119
01039,Covington County,0101,26929
37031,Carteret County,3200,32119
37037,Chatham County,3200,32119
37035,Catawba County,3200,32119
01033,Colbert County,0102,26930
48193,Hamilton County,4203,32139
01031,Coffee County,0101,26929
37039,Cherokee County,3200,32119
01037,Coosa County,0101,26929
01035,Conecuh County,0102,26930
36117,Wayne County,3102,32116
36039,Greene County,3101,32115
12033,Escambia County,0903,26960
42131,Wyoming County,3701,32128
33005,Cheshire County,2800,32110
36031,Essex County,3101,32115
36033,Franklin County,3101,32115
36115,Washington County,3101,32115
36035,Fulton County,3101,32115
36037,Genesee County,3103,32117
46109,Roberts County,4001,32134
54099,Wayne County,4702,32151
54093,Tucker County,4701,32150
54091,Taylor County,4701,32150
54097,Upshur County,4702,32151
72141,Utuado Muno,5200,32161
72011,Añasco Muno,5200,32161
48153,Floyd County,4202,32138
27059,Isanti County,2202,26992
48151,Fisher County,4202,32138
48157,Fort Bend County,4204,32140
48155,Foard County,4202,32138
48085,Collin County,4202,32138
48405,San Augustine County,4203,32139
48159,Franklin County,4202,32138
48401,Rusk County,4202,32138
48403,Sabine County,4203,32139
01107,Pickens County,0102,26930
01105,Perry County,0102,26930
01103,Morgan County,0102,26930
01101,Montgomery County,0101,26929
46063,Harding County,4001,32134
01109,Pike County,0101,26929
13049,Charlton County,1001,26966
41021,Gilliam County,3601,32126
45075,Orangeburg County,3900,32133
41023,Grant County,3601,32126
45073,Oconee County,3900,32133
41025,Harney County,3602,32127
45071,Newberry County,3900,32133
41027,Hood River County,3601,32126
48089,Colorado County,4204,32140
41029,Jackson County,3602,32127
13043,Candler County,1001,26966
13045,Carroll County,1002,26967
45079,Richland County,3900,32133
18041,Fayette County,1301,26973
18043,Floyd County,1301,26973
18045,Fountain County,1302,26974
51019,Bedford County,4502,32147
18049,Fulton County,1301,26973
72143,Vega Alta Muno,5200,32161
51023,Botetourt County,4502,32147
48087,Collingsworth County,4201,32137
30099,Teton County,2500,32100
55078,Menominee County,4802,32153
29001,Adair County,2402,26997
29003,Andrew County,2403,26998
55049,Iowa County,4803,32154
29007,Audrain County,2402,26997
29009,Barry County,2403,26998
08041,El Paso County,0502,26954
29057,Dade County,2403,26998
08043,Fremont County,0502,26954
37149,Polk County,3200,32119
08045,Garfield County,0502,26954
72115,Quebradillas Muno,5200,32161
08047,Gilpin County,0501,26953
51011,Appomattox County,4502,32147
08049,Grand County,0501,26953
37143,Perquimans County,3200,32119
37141,Pender County,3200,32119
47053,Gibson County,4100,32136
01009,Blount County,0102,26930
37145,Person County,3200,32119
19123,Mahaska County,1402,26976
31139,Pierce County,2600,32104
48173,Glasscock County,4203,32139
31135,Perkins County,2600,32104
31137,Phelps County,2600,32104
31131,Otoe County,2600,32104
31133,Pawnee County,2600,32104
51015,Augusta County,4501,32146
18139,Rush County,1301,26973
18135,Randolph County,1301,26973
18137,Ripley County,1301,26973
18131,Pulaski County,1302,26974
18133,Putnam County,1302,26974
48179,Gray County,4201,32137
21227,Warren County,1602,26980
72113,Ponce Muno,5200,32161
72111,Peñuelas Muno,5200,32161
29179,Reynolds County,2401,26996
53057,Skagit County,4601,32148
30087,Rosebud County,2500,32100
29177,Ray County,2403,26998
30083,Richland County,2500,32100
29173,Ralls County,2401,26996
35006,Cibola County,3003,32114
17119,Madison County,1202,26972
20193,Thomas County,1501,26977
27009,Benton County,2202,26992
72119,Río Grande Muno,5200,32161
40031,Comanche County,3502,32125
72021,Bayamón Muno,5200,32161
34001,Atlantic County,2900,32111
53029,Island County,4601,32148
53055,San Juan County,4601,32148
26083,Keweenaw County,2111,26988
12005,Bay County,0903,26960
02130,Ketchikan Gateway Borough,5001,26931
02275,Wrangell Cty&Bor,5001,26931
02105,Hoonah-Angoon CA,5001,26931
02122,Kenai Peninsula Borough,5004,26934
02150,Kodiak Island Borough,5005,26935
02016,Aleutians West CA,5010,26940
51775,Salem city,4502,32147
51590,Danville city,4502,32147
51640,Galax city,4502,32147
51089,Henry County,4502,32147
51690,Martinsville city,4502,32147
51620,Franklin city,4502,32147
51595,Emporia city,4502,32147
51750,Radford city,4502,32147
51830,Williamsburg city,4502,32147
51770,Roanoke city,4502,32147
51670,Hopewell city,4502,32147
51515,Bedford city,4502,32147
51131,Northampton County,4502,32147
51530,Buena Vista city,4502,32147
51580,Covington city,4502,32147
51678,Lexington city,4502,32147
51820,Waynesboro city,4501,32146
51790,Staunton city,4501,32146
51630,Fredericksburg city,4501,32146
51660,Harrisonburg city,4501,32146
51683,Manassas city,4501,32146
51685,Manassas Park city,4501,32146
51510,Alexandria city,4501,32146
51059,Fairfax County,4501,32146
51600,Fairfax city,4501,32146
51610,Falls Church city,4501,32146
51840,Winchester city,4501,32146
60010,Eastern District,3102,32116
60020,Manu'a District,3102,32116
60030,Rose Island,3102,32116
60040,Swains Island,3102,32116
60050,Western District,3102,32116
66010,Guam,,4414
69100,Rota Municipality,,6325
69110,Saipan Municipality,,6325
69120,Tinian Municipality,,6325
69085,Northern Islands,,6325
78010,St. Croix Island,4601,32148
78020,St. John Island,4601,32148
78030,St. Thomas Island,4601,32148
